UDI;Product ID;Type;Air temperature [K];Process temperature [K];Rotational speed [rpm]
3311;L50490;L;301.3;310.4;1346
3312;L50491;L;301.3;310.4;1459
3313;L50492;L;301.4;310.4;1639
3314;L50493;L;301.4;310.4;1737
3315;L50494;L;301.4;310.5;1489
3316;M18175;M;301.5;310.6;1492
3317;M18176;M;301.4;310.5;1217
3318;L50497;L;301.5;310.5;1636
3319;L50498;L;301.4;310.4;1436
3320;L50499;L;301.4;310.4;1689
3321;L50500;L;301.5;310.5;2289
3322;L50501;L;301.5;310.6;1522
3323;L50502;L;301.5;310.5;1351
3324;L50503;L;301.5;310.5;1589
3325;L50504;L;301.5;310.6;1578
3326;L50505;L;301.5;310.6;1587
3327;L50506;L;301.5;310.6;1962
3328;M18187;M;301.5;310.6;2432
3329;L50508;L;301.6;310.6;1418
3330;L50509;L;301.6;310.7;1683
3331;L50510;L;301.7;310.8;1385
3332;L50511;L;301.7;310.8;1559
3333;M18192;M;301.7;310.8;1671
3334;M18193;M;301.6;310.8;1343
3335;M18194;M;301.6;310.8;1548
3336;L50515;L;301.7;310.9;1705
3337;L50516;L;301.6;310.8;1535
3338;L50517;L;301.6;310.8;1564
3339;M18198;M;301.6;310.9;1510
3340;L50519;L;301.6;310.9;1492
3341;M18200;M;301.5;310.8;1452
3342;H32755;H;301.4;310.7;1329
3343;L50522;L;301.5;310.8;1382
3344;M18203;M;301.5;310.8;1628
3345;L50524;L;301.4;310.7;1706
3346;L50525;L;301.3;310.7;1594
3347;L50526;L;301.3;310.7;1761
3348;L50527;L;301.3;310.6;1529
3349;M18208;M;301.3;310.7;1532
3350;L50529;L;301.4;310.7;1673
3351;L50530;L;301.4;310.8;1285
3352;L50531;L;301.4;310.8;1680
3353;L50532;L;301.4;310.8;1610
3354;L50533;L;301.6;310.9;1632
3355;L50534;L;301.6;310.9;1559
3356;L50535;L;301.5;310.8;1367
3357;L50536;L;301.6;310.8;1355
3358;H32771;H;301.6;310.7;1414
3359;L50538;L;301.5;310.6;1522
3360;L50539;L;301.5;310.6;1525
3361;L50540;L;301.5;310.6;1394
3362;L50541;L;301.5;310.6;1519
3363;L50542;L;301.4;310.6;1445
3364;L50543;L;301.4;310.6;1555
3365;L50544;L;301.4;310.5;1633
3366;M18225;M;301.4;310.6;1630
3367;M18226;M;301.4;310.7;1692
3368;H32781;H;301.5;310.7;1790
3369;L50548;L;301.5;310.8;1350
3370;L50549;L;301.5;310.9;2760
3371;L50550;L;301.4;310.7;1584
3372;L50551;L;301.4;310.7;1989
3373;L50552;L;301.4;310.8;1431
3374;L50553;L;301.4;310.7;1568
3375;L50554;L;301.4;310.7;1376
3376;M18235;M;301.4;310.6;1459
3377;M18236;M;301.5;310.8;1385
3378;H32791;H;301.5;310.8;1591
3379;L50558;L;301.5;310.7;1568
3380;M18239;M;301.4;310.7;1459
3381;L50560;L;301.4;310.7;1590
3382;L50561;L;301.3;310.6;1376
3383;L50562;L;301.3;310.6;1510
3384;H32797;H;301.4;310.6;1674
3385;L50564;L;301.3;310.6;1426
3386;L50565;L;301.5;310.7;1466
3387;H32800;H;301.5;310.8;1474
3388;M18247;M;301.6;310.8;1290
3389;M18248;M;301.7;310.9;1435
3390;M18249;M;301.5;310.7;1416
3391;H32804;H;301.5;310.7;1599
3392;L50571;L;301.5;310.7;1466
3393;L50572;L;301.5;310.7;1408
3394;L50573;L;301.5;310.6;1490
3395;L50574;L;301.5;310.6;1405
3396;L50575;L;301.4;310.5;1647
3397;M18256;M;301.4;310.6;1459
3398;L50577;L;301.4;310.6;1648
3399;L50578;L;301.4;310.7;1675
3400;L50579;L;301.4;310.7;1605
3401;H32814;H;301.4;310.7;1536
3402;M18261;M;301.4;310.7;1617
3403;L50582;L;301.4;310.6;1347
3404;L50583;L;301.3;310.5;1337
3405;L50584;L;301.3;310.4;1695
3406;M18265;M;301.3;310.4;1635
3407;L50586;L;301.2;310.4;1470
3408;L50587;L;301.2;310.4;1381
3409;M18268;M;301.2;310.4;1382
3410;M18269;M;301.2;310.4;1697
3411;L50590;L;301.2;310.3;1451
3412;L50591;L;301.3;310.3;1419
3413;L50592;L;301.3;310.3;1313
3414;L50593;L;301.3;310.3;1560
3415;L50594;L;301.3;310.3;1555
3416;L50595;L;301.4;310.4;1579
3417;L50596;L;301.5;310.5;1435
3418;L50597;L;301.6;310.6;1621
3419;H32832;H;301.6;310.6;1555
3420;L50599;L;301.5;310.5;1611
3421;L50600;L;301.6;310.6;1834
3422;M18281;M;301.5;310.5;1612
3423;L50602;L;301.5;310.4;1629
3424;L50603;L;301.4;310.4;1496
3425;L50604;L;301.5;310.5;1593
3426;M18285;M;301.5;310.5;1623
3427;L50606;L;301.5;310.5;1380
3428;L50607;L;301.6;310.6;1562
3429;L50608;L;301.6;310.6;1391
3430;H32843;H;301.5;310.5;1551
3431;H32844;H;301.6;310.6;1821
3432;L50611;L;301.6;310.7;1429
3433;M18292;M;301.6;310.7;2012
3434;M18293;M;301.6;310.6;1924
3435;M18294;M;301.5;310.5;1412
3436;L50615;L;301.5;310.5;1389
3437;L50616;L;301.5;310.5;1466
3438;L50617;L;301.5;310.5;2297
3439;L50618;L;301.4;310.4;1471
3440;L50619;L;301.4;310.3;1492
3441;L50620;L;301.3;310.3;1460
3442;L50621;L;301.4;310.4;1559
3443;M18302;M;301.4;310.5;1495
3444;L50623;L;301.5;310.5;1535
3445;L50624;L;301.5;310.6;1381
3446;M18305;M;301.6;310.6;1599
3447;H32860;H;301.6;310.6;1400
3448;L50627;L;301.7;310.6;1624
3449;L50628;L;301.6;310.6;1478
3450;L50629;L;301.7;310.7;1605
3451;L50630;L;301.6;310.6;1506
3452;L50631;L;301.6;310.6;1455
3453;H32866;H;301.6;310.5;1602
3454;L50633;L;301.5;310.4;1425
3455;L50634;L;301.5;310.4;1918
3456;H32869;H;301.4;310.3;1611
3457;H32870;H;301.4;310.4;1610
3458;M18317;M;301.5;310.4;2639
3459;L50638;L;301.5;310.4;1329
3460;L50639;L;301.5;310.4;1270
3461;L50640;L;301.5;310.3;1415
3462;H32875;H;301.6;310.4;1330
3463;H32876;H;301.6;310.5;1786
3464;L50643;L;301.6;310.5;1809
3465;L50644;L;301.7;310.6;1303
3466;M18325;M;301.8;310.7;1383
3467;L50646;L;301.7;310.6;1447
3468;L50647;L;301.8;310.7;1461
3469;L50648;L;301.8;310.7;2092
3470;M18329;M;301.8;310.7;1429
3471;L50650;L;301.8;310.8;1736
3472;L50651;L;301.8;310.7;1441
3473;L50652;L;301.8;310.7;1523
3474;M18333;M;301.8;310.8;1691
3475;M18334;M;301.9;310.8;1557
3476;L50655;L;301.8;310.7;1644
3477;L50656;L;301.8;310.6;1522
3478;L50657;L;301.8;310.7;1547
3479;L50658;L;301.8;310.7;1597
3480;M18339;M;301.8;310.8;1619
3481;L50660;L;301.9;310.8;1400
3482;L50661;L;302.0;310.9;1663
3483;L50662;L;301.9;310.8;1540
3484;H32897;H;301.9;310.8;1455
3485;L50664;L;301.9;310.8;1519
3486;L50665;L;301.9;310.8;1427
3487;L50666;L;301.9;310.8;1650
3488;M18347;M;301.8;310.8;1508
3489;L50668;L;301.9;310.9;1379
3490;L50669;L;301.9;310.9;1542
3491;M18350;M;301.9;310.9;1763
3492;H32905;H;301.9;310.9;1590
3493;H32906;H;301.9;311;1336
3494;M18353;M;301.9;311;1638
3495;L50674;L;301.9;311;1356
3496;M18355;M;301.9;311;1384
3497;L50676;L;301.9;310.9;1309
3498;L50677;L;301.9;311;1642
3499;L50678;L;301.9;311;1289
3500;L50679;L;301.9;311;1353
3501;H32914;H;301.9;311;1871
3502;H32915;H;301.9;311;1291
3503;M18362;M;301.8;310.9;1346
3504;L50683;L;301.7;310.8;1493
3505;M18364;M;301.7;310.8;1524
3506;L50685;L;301.6;310.8;1726
3507;H32920;H;301.6;310.8;1435
3508;M18367;M;301.7;310.8;1502
3509;L50688;L;301.7;310.9;1608
3510;L50689;L;301.8;311;1771
3511;L50690;L;301.7;311;1474
3512;L50691;L;301.8;311;1322
3513;M18372;M;301.8;311;1393
3514;M18373;M;301.9;311.1;1417
3515;H32928;H;301.9;311;1430
3516;M18375;M;301.9;311.1;1605
3517;L50696;L;302.0;311.1;1402
3518;L50697;L;302.0;311;1550
3519;L50698;L;301.9;311;1376
3520;M18379;M;301.9;310.9;1569
3521;L50700;L;301.9;311;1669
3522;L50701;L;301.9;311;1541
3523;L50702;L;301.8;311;1651
3524;L50703;L;301.8;310.9;1521
3525;M18384;M;301.8;310.8;1365
3526;L50705;L;301.8;310.9;1609
3527;H32940;H;301.8;310.8;1470
3528;M18387;M;301.9;310.9;1573
3529;L50708;L;302.0;310.9;1378
3530;L50709;L;301.9;310.9;1567
3531;M18390;M;301.9;310.9;1441
3532;M18391;M;301.9;310.9;1641
3533;L50712;L;301.9;310.9;1486
3534;L50713;L;302.0;311;1563
3535;M18394;M;302.0;311.1;1769
3536;H32949;H;301.9;311;1672
3537;L50716;L;302.0;311;1632
3538;M18397;M;302.0;311;1980
3539;L50718;L;302.0;311.1;1635
3540;L50719;L;302.0;311;1686
3541;L50720;L;301.9;310.9;1574
3542;L50721;L;301.8;310.8;1546
3543;L50722;L;301.8;310.9;1899
3544;L50723;L;301.8;310.9;1449
3545;M18404;M;301.9;310.9;1483
3546;L50725;L;301.8;310.8;1576
3547;M18406;M;301.9;310.9;1317
3548;M18407;M;301.9;311;1467
3549;L50728;L;301.9;310.9;1616
3550;M18409;M;301.8;310.9;1299
3551;M18410;M;301.9;311;1432
3552;L50731;L;301.9;310.9;1799
3553;M18412;M;301.8;310.9;1358
3554;M18413;M;301.8;310.8;1618
3555;L50734;L;301.9;310.8;1525
3556;L50735;L;301.8;310.7;1551
3557;L50736;L;301.9;310.8;1735
3558;M18417;M;301.8;310.7;1309
3559;L50738;L;301.7;310.6;1743
3560;M18419;M;301.7;310.7;1659
3561;L50740;L;301.8;310.7;1680
3562;L50741;L;301.7;310.6;1486
3563;L50742;L;301.7;310.6;1471
3564;M18423;M;301.8;310.7;1465
3565;M18424;M;301.7;310.6;1492
3566;M18425;M;301.8;310.7;1420
3567;L50746;L;301.8;310.6;1295
3568;L50747;L;301.8;310.5;1548
3569;L50748;L;301.8;310.6;1372
3570;M18429;M;301.8;310.6;1552
3571;H32984;H;301.8;310.6;1441
3572;M18431;M;301.7;310.6;1691
3573;L50752;L;301.8;310.6;1451
3574;L50753;L;301.8;310.6;1452
3575;L50754;L;301.7;310.6;1406
3576;L50755;L;301.7;310.5;1567
3577;L50756;L;301.6;310.4;1599
3578;M18437;M;301.6;310.4;1455
3579;M18438;M;301.7;310.5;1625
3580;L50759;L;301.8;310.6;2672
3581;L50760;L;301.8;310.6;1650
3582;M18441;M;301.8;310.6;1459
3583;L50762;L;301.8;310.6;1395
3584;L50763;L;301.8;310.7;1751
3585;L50764;L;301.8;310.6;1192
3586;L50765;L;301.9;310.7;1947
3587;L50766;L;301.8;310.5;1593
3588;H33001;H;301.8;310.5;1478
3589;M18448;M;301.7;310.6;1505
3590;L50769;L;301.7;310.5;2465
3591;L50770;L;301.8;310.6;1403
3592;M18451;M;301.7;310.5;1458
3593;H33006;H;301.6;310.4;1369
3594;M18453;M;301.6;310.4;1377
3595;M18454;M;301.6;310.4;1452
3596;L50775;L;301.6;310.4;1517
3597;L50776;L;301.7;310.5;1354
3598;M18457;M;301.7;310.5;1724
3599;L50778;L;301.7;310.5;1399
3600;H33013;H;301.7;310.5;1388
3601;L50780;L;301.7;310.5;1523
3602;L50781;L;301.7;310.5;1377
3603;M18462;M;301.7;310.6;1417
3604;L50783;L;301.7;310.7;1542
3605;L50784;L;301.8;310.8;1557
3606;L50785;L;301.7;310.7;1641
3607;L50786;L;301.7;310.7;1318
3608;L50787;L;301.6;310.7;1638
3609;M18468;M;301.7;310.8;1954
3610;M18469;M;301.7;310.9;1644
3611;M18470;M;301.7;310.8;1594
3612;L50791;L;301.7;310.9;1405
3613;L50792;L;301.7;310.8;1622
3614;L50793;L;301.7;310.9;1557
3615;L50794;L;301.8;311;1606
3616;M18475;M;301.8;311.1;1647
3617;M18476;M;301.8;311.1;1413
3618;L50797;L;301.8;311;1529
3619;L50798;L;301.9;311.1;1448
3620;L50799;L;301.9;311.2;1435
3621;H33034;H;301.9;311.2;1474
3622;L50801;L;301.9;311.2;1657
3623;L50802;L;302.0;311.3;1509
3624;M18483;M;302.0;311.3;1530
3625;M18484;M;302.0;311.4;1587
3626;M18485;M;302.1;311.4;1467
3627;M18486;M;302.2;311.5;1360
3628;L50807;L;302.2;311.5;1588
3629;L50808;L;302.2;311.4;1609
3630;L50809;L;302.1;311.3;1415
3631;L50810;L;302.0;311.2;1845
3632;M18491;M;302.1;311.4;1419
3633;L50812;L;302.1;311.3;1634
3634;M18493;M;302.2;311.3;1521
3635;L50814;L;302.2;311.4;1499
3636;M18495;M;302.1;311.2;1616
3637;L50816;L;302.2;311.4;1449
3638;M18497;M;302.2;311.4;1626
3639;M18498;M;302.3;311.5;1445
3640;L50819;L;302.4;311.6;1622
3641;H33054;H;302.4;311.6;1544
3642;L50821;L;302.3;311.6;1488
3643;L50822;L;302.3;311.6;1309
3644;L50823;L;302.3;311.6;1784
3645;L50824;L;302.2;311.5;1548
3646;L50825;L;302.2;311.5;1413
3647;M18506;M;302.2;311.5;1863
3648;L50827;L;302.2;311.5;1427
3649;M18508;M;302.2;311.5;1443
3650;L50829;L;302.2;311.5;1481
3651;L50830;L;302.1;311.4;1446
3652;L50831;L;302.1;311.5;1444
3653;M18512;M;302.1;311.5;1341
3654;L50833;L;302.1;311.4;1518
3655;L50834;L;302.1;311.4;1603
3656;L50835;L;302.1;311.4;1686
3657;M18516;M;302.1;311.5;1383
3658;L50837;L;302.1;311.5;1477
3659;M18518;M;302.2;311.5;1449
3660;M18519;M;302.2;311.5;1734
3661;L50840;L;302.3;311.6;1398
3662;M18521;M;302.3;311.7;1639
3663;M18522;M;302.3;311.7;1517
3664;M18523;M;302.3;311.7;1442
3665;M18524;M;302.3;311.7;1685
3666;M18525;M;302.4;311.8;1358
3667;M18526;M;302.3;311.6;1608
3668;L50847;L;302.3;311.6;1665
3669;L50848;L;302.3;311.7;1510
3670;L50849;L;302.4;311.8;1465
3671;L50850;L;302.3;311.7;1701
3672;M18531;M;302.3;311.7;1486
3673;L50852;L;302.3;311.6;1658
3674;H33087;H;302.3;311.7;1449
3675;L50854;L;302.2;311.5;1346
3676;M18535;M;302.1;311.5;1866
3677;M18536;M;302.2;311.5;1562
3678;M18537;M;302.3;311.7;1368
3679;L50858;L;302.2;311.5;1567
3680;L50859;L;302.2;311.5;1725
3681;L50860;L;302.2;311.5;1744
3682;M18541;M;302.1;311.3;1453
3683;L50862;L;302.1;311.2;1550
3684;M18543;M;302.0;311.2;1558
3685;L50864;L;302.0;311.2;1270
3686;M18545;M;301.9;311.1;1380
3687;L50866;L;302.0;311.1;1406
3688;M18547;M;302.0;311.2;1625
3689;L50868;L;302.0;311.2;1420
3690;L50869;L;302.1;311.4;1889
3691;L50870;L;302.1;311.3;1477
3692;L50871;L;302.1;311.2;1460
3693;L50872;L;302.1;311.3;1758
3694;L50873;L;302.1;311.3;1521
3695;M18554;M;302.1;311.3;1511
3696;L50875;L;302.2;311.3;1530
3697;L50876;L;302.1;311.2;1454
3698;L50877;L;302.2;311.2;1928
3699;H33112;H;302.2;311.3;1758
3700;L50879;L;302.2;311.2;1649
3701;L50880;L;302.1;311.2;1447
3702;L50881;L;302.1;311.2;1417
3703;L50882;L;302.0;311.2;1434
3704;M18563;M;302.0;311.2;1418
3705;M18564;M;302.0;311.2;1400
3706;M18565;M;302.0;311.3;1725
3707;L50886;L;302.0;311.3;1567
3708;M18567;M;302.1;311.3;1497
3709;L50888;L;302.1;311.4;1549
3710;L50889;L;302.2;311.4;1754
3711;L50890;L;302.2;311.5;1489
3712;L50891;L;302.2;311.5;1543
3713;L50892;L;302.3;311.5;1543
3714;L50893;L;302.3;311.5;1565
3715;M18574;M;302.3;311.4;1855
3716;M18575;M;302.4;311.4;1475
3717;L50896;L;302.3;311.4;1609
3718;H33131;H;302.3;311.4;1443
3719;L50898;L;302.4;311.4;1450
3720;L50899;L;302.4;311.5;1590
3721;M18580;M;302.4;311.4;1508
3722;M18581;M;302.2;311.2;1544
3723;L50902;L;302.2;311.2;1451
3724;L50903;L;302.3;311.2;1758
3725;M18584;M;302.3;311.2;1507
3726;H33139;H;302.3;311.1;1543
3727;M18586;M;302.3;311.2;1505
3728;L50907;L;302.3;311.2;1786
3729;L50908;L;302.3;311.3;1457
3730;M18589;M;302.4;311.3;1312
3731;M18590;M;302.3;311.2;1405
3732;M18591;M;302.2;311.2;1377
3733;M18592;M;302.2;311.2;1347
3734;L50913;L;302.2;311.1;1470
3735;M18594;M;302.2;311.2;1873
3736;M18595;M;302.2;311.1;1434
3737;H33150;H;302.2;311.1;1628
3738;L50917;L;302.2;311.1;1351
3739;M18598;M;302.3;311.2;1454
3740;M18599;M;302.2;311.2;1663
3741;L50920;L;302.3;311.2;1401
3742;L50921;L;302.4;311.3;1503
3743;L50922;L;302.4;311.4;1564
3744;L50923;L;302.5;311.4;1759
3745;L50924;L;302.5;311.4;1409
3746;L50925;L;302.6;311.4;1738
3747;H33160;H;302.5;311.3;1393
3748;L50927;L;302.5;311.1;1499
3749;L50928;L;302.5;311.1;1493
3750;L50929;L;302.4;311.1;1652
3751;L50930;L;302.3;311.1;1589
3752;L50931;L;302.4;311.1;1520
3753;H33166;H;302.3;311.1;1455
3754;L50933;L;302.2;311;1463
3755;L50934;L;302.3;311;1442
3756;L50935;L;302.3;311;1329
3757;L50936;L;302.3;311.1;1546
3758;M18617;M;302.2;311.1;1516
3759;M18618;M;302.2;311;1476
3760;L50939;L;302.3;311;1412
3761;L50940;L;302.3;310.9;1377
3762;M18621;M;302.4;311;1490
3763;M18622;M;302.3;311;1526
3764;L50943;L;302.3;311;1428
3765;L50944;L;302.4;311;1329
3766;M18625;M;302.4;311.1;1443
3767;L50946;L;302.3;311.1;1373
3768;L50947;L;302.3;311.1;1630
3769;L50948;L;302.2;311;1555
3770;M18629;M;302.2;311;1436
3771;L50950;L;302.3;311;1609
3772;M18631;M;302.3;311;1384
3773;L50952;L;302.4;311.1;1448
3774;M18633;M;302.4;311.1;1887
3775;M18634;M;302.4;311.1;1480
3776;H33189;H;302.5;311.1;1850
3777;L50956;L;302.5;311.1;1538
3778;M18637;M;302.4;311.1;1721
3779;M18638;M;302.4;311.1;1366
3780;L50959;L;302.3;311;1657
3781;L50960;L;302.4;311.1;1446
3782;L50961;L;302.3;310.8;1465
3783;L50962;L;302.2;310.8;1827
3784;H33197;H;302.2;310.8;1397
3785;L50964;L;302.2;310.8;1744
3786;L50965;L;302.3;310.9;1545
3787;L50966;L;302.3;310.9;1587
3788;L50967;L;302.3;310.8;1377
3789;L50968;L;302.3;310.8;1511
3790;L50969;L;302.3;310.8;1650
3791;L50970;L;302.3;310.9;1412
3792;L50971;L;302.3;311;1528
3793;L50972;L;302.3;310.9;1459
3794;L50973;L;302.3;310.9;1379
3795;M18654;M;302.2;310.8;1356
3796;M18655;M;302.1;310.8;1409
3797;M18656;M;302.1;310.8;1504
3798;L50977;L;302.1;310.8;1622
3799;L50978;L;302.1;310.8;1786
3800;L50979;L;302.2;310.9;1506
3801;M18660;M;302.1;310.9;1916
3802;M18661;M;302.2;310.9;1771
3803;M18662;M;302.2;310.9;1488
3804;L50983;L;302.2;310.9;1531
3805;L50984;L;302.3;310.9;1529
3806;M18665;M;302.4;311;1580
3807;M18666;M;302.3;310.9;1360
3808;M18667;M;302.3;311;1546
3809;M18668;M;302.3;310.9;1762
3810;L50989;L;302.2;310.8;1350
3811;M18670;M;302.2;310.8;1562
3812;M18671;M;302.1;310.7;1608
3813;L50992;L;302.0;310.6;1392
3814;L50993;L;302.0;310.6;1467
3815;M18674;M;302.1;310.6;1326
3816;L50995;L;302.2;310.7;1769
3817;L50996;L;302.1;310.6;1459
3818;M18677;M;302.1;310.6;1421
3819;L50998;L;302.1;310.7;1491
3820;L50999;L;302.2;310.7;1567
3821;L51000;L;302.3;310.8;1421
3822;L51001;L;302.3;310.9;1596
3823;M18682;M;302.4;311;1464
3824;M18683;M;302.3;310.9;1581
3825;L51004;L;302.3;310.9;1620
3826;H33239;H;302.2;310.7;1413
3827;H33240;H;302.3;310.8;1438
3828;M18687;M;302.4;310.9;1469
3829;M18688;M;302.3;310.8;1762
3830;H33243;H;302.3;310.9;1366
3831;L51010;L;302.3;310.9;1891
3832;M18691;M;302.3;310.9;1742
3833;M18692;M;302.2;310.9;1465
3834;M18693;M;302.3;311;1541
3835;M18694;M;302.3;311.1;1295
3836;M18695;M;302.3;311.1;1435
3837;L51016;L;302.4;311.2;1466
3838;L51017;L;302.4;311.2;1450
3839;L51018;L;302.4;311.1;1880
3840;M18699;M;302.3;311;1578
3841;L51020;L;302.4;311;1610
3842;L51021;L;302.4;311.1;1565
3843;L51022;L;302.5;311.2;1545
3844;L51023;L;302.5;311.2;1227
3845;L51024;L;302.4;311.1;1484
3846;L51025;L;302.3;311;1591
3847;L51026;L;302.3;310.9;1403
3848;M18707;M;302.3;311;1450
3849;L51028;L;302.3;310.9;1720
3850;L51029;L;302.3;311;1561
3851;M18710;M;302.3;311;1421
3852;H33265;H;302.2;310.9;1415
3853;L51032;L;302.3;310.9;2034
3854;L51033;L;302.4;311;1486
3855;L51034;L;302.4;311;1338
3856;H33269;H;302.4;311.1;1578
3857;M18716;M;302.4;311.2;1330
3858;H33271;H;302.4;311.2;1506
3859;L51038;L;302.5;311.4;1559
3860;L51039;L;302.6;311.5;1599
3861;L51040;L;302.6;311.5;1427
3862;M18721;M;302.5;311.5;1481
3863;H33276;H;302.5;311.5;1496
3864;L51043;L;302.5;311.4;1674
3865;M18724;M;302.5;311.4;1629
3866;H33279;H;302.6;311.5;1629
3867;L51046;L;302.6;311.6;1311
3868;M18727;M;302.7;311.6;2709
3869;M18728;M;302.7;311.7;1759
3870;L51049;L;302.7;311.7;1480
3871;L51050;L;302.7;311.8;1461
3872;M18731;M;302.7;311.8;1728
3873;L51052;L;302.7;311.9;1389
3874;L51053;L;302.6;311.8;1638
3875;L51054;L;302.6;311.7;1254
3876;L51055;L;302.6;311.8;1427
3877;L51056;L;302.6;311.8;1627
3878;H33291;H;302.6;311.7;1471
3879;L51058;L;302.6;311.7;1773
3880;M18739;M;302.6;311.7;1430
3881;L51060;L;302.5;311.6;1595
3882;L51061;L;302.5;311.5;1521
3883;L51062;L;302.5;311.6;1419
3884;M18743;M;302.4;311.4;1534
3885;H33298;H;302.5;311.5;1626
3886;L51065;L;302.5;311.5;1677
3887;L51066;L;302.4;311.3;1392
3888;L51067;L;302.4;311.2;1448
3889;L51068;L;302.3;311.2;1903
3890;L51069;L;302.4;311.2;1404
3891;L51070;L;302.3;311.2;1386
3892;L51071;L;302.2;311.1;1418
3893;M18752;M;302.3;311.1;1338
3894;L51073;L;302.3;311.2;1549
3895;M18754;M;302.3;311.2;1432
3896;M18755;M;302.3;311.2;1546
3897;M18756;M;302.2;311.2;1627
3898;M18757;M;302.2;311.1;1640
3899;M18758;M;302.1;311.1;1423
3900;M18759;M;302.1;311;1711
3901;M18760;M;302.1;311.1;1450
3902;H33315;H;302.2;311.1;1553
3903;L51082;L;302.2;311.1;1630
3904;H33317;H;302.2;311.1;1476
3905;H33318;H;302.2;311.1;1426
3906;M18765;M;302.2;311.2;1561
3907;L51086;L;302.3;311.2;1297
3908;M18767;M;302.3;311.2;1842
3909;L51088;L;302.3;311.2;1633
3910;H33323;H;302.3;311.3;1744
3911;L51090;L;302.4;311.4;1831
3912;M18771;M;302.3;311.3;1339
3913;L51092;L;302.4;311.4;1475
3914;M18773;M;302.4;311.4;1675
3915;L51094;L;302.5;311.5;1493
3916;L51095;L;302.5;311.5;1700
3917;L51096;L;302.6;311.6;1453
3918;L51097;L;302.6;311.7;1542
3919;M18778;M;302.5;311.5;1358
3920;H33333;H;302.5;311.5;1655
3921;L51100;L;302.6;311.5;1885
3922;L51101;L;302.7;311.5;1494
3923;M18782;M;302.6;311.4;1757
3924;M18783;M;302.6;311.4;1718
3925;M18784;M;302.5;311.4;1636
3926;L51105;L;302.6;311.6;1638
3927;L51106;L;302.6;311.5;1609
3928;H33341;H;302.7;311.5;1556
3929;L51108;L;302.6;311.5;1442
3930;M18789;M;302.7;311.6;1501
3931;M18790;M;302.6;311.6;2041
3932;M18791;M;302.7;311.7;1784
3933;L51112;L;302.6;311.6;1953
3934;L51113;L;302.6;311.6;1576
3935;M18794;M;302.6;311.6;1518
3936;M18795;M;302.6;311.6;1227
3937;L51116;L;302.5;311.5;1985
3938;L51117;L;302.5;311.5;1802
3939;L51118;L;302.5;311.5;1603
3940;L51119;L;302.5;311.6;1400
3941;L51120;L;302.3;311.5;1395
3942;L51121;L;302.2;311.4;1987
3943;M18802;M;302.2;311.4;1398
3944;L51123;L;302.3;311.4;1333
3945;L51124;L;302.2;311.2;1381
3946;L51125;L;302.2;311.3;1570
3947;M18806;M;302.2;311.3;1658
3948;H33361;H;302.2;311.3;1749
3949;M18808;M;302.2;311.3;1510
3950;L51129;L;302.3;311.5;1384
3951;L51130;L;302.3;311.4;1570
3952;M18811;M;302.3;311.4;1571
3953;L51132;L;302.3;311.4;1476
3954;M18813;M;302.3;311.4;1484
3955;M18814;M;302.3;311.4;1909
3956;L51135;L;302.3;311.5;1448
3957;M18816;M;302.3;311.4;1500
3958;L51137;L;302.2;311.4;1510
3959;L51138;L;302.2;311.3;1378
3960;M18819;M;302.2;311.4;1538
3961;L51140;L;302.2;311.4;1390
3962;M18821;M;302.2;311.4;1642
3963;L51142;L;302.4;311.5;1785
3964;H33377;H;302.3;311.5;1526
3965;M18824;M;302.3;311.6;1668
3966;L51145;L;302.3;311.5;1507
3967;L51146;L;302.3;311.5;1530
3968;M18827;M;302.3;311.4;1479
3969;M18828;M;302.3;311.4;1418
3970;L51149;L;302.3;311.4;1504
3971;M18830;M;302.3;311.4;1345
3972;H33385;H;302.2;311.4;1625
3973;L51152;L;302.3;311.4;1511
3974;L51153;L;302.3;311.4;1535
3975;L51154;L;302.4;311.5;1505
3976;H33389;H;302.4;311.5;1540
3977;H33390;H;302.3;311.4;1372
3978;M18837;M;302.2;311.3;1510
3979;L51158;L;302.2;311.3;1382
3980;L51159;L;302.3;311.3;1439
3981;M18840;M;302.2;311.3;1375
3982;M18841;M;302.2;311.3;1931
3983;L51162;L;302.2;311.3;1475
3984;L51163;L;302.2;311.3;1389
3985;L51164;L;302.3;311.3;1652
3986;L51165;L;302.3;311.2;1386
3987;M18846;M;302.2;311.3;1577
3988;M18847;M;302.3;311.3;1444
3989;L51168;L;302.2;311.3;1554
3990;L51169;L;302.2;311.3;1602
3991;H33404;H;302.2;311.2;1692
3992;L51171;L;302.3;311.3;1682
3993;L51172;L;302.3;311.3;1614
3994;L51173;L;302.3;311.3;1324
3995;L51174;L;302.3;311.4;1434
3996;L51175;L;302.3;311.3;1621
3997;M18856;M;302.3;311.3;1625
3998;L51177;L;302.2;311.1;1394
3999;L51178;L;302.1;311;1586
4000;L51179;L;302.0;311;1420
4001;L51180;L;302.1;311.2;1422
4002;H33415;H;302.1;311.2;1598
4003;L51182;L;302.1;311.2;1454
4004;L51183;L;302.1;311.2;1519
4005;L51184;L;302.0;311.1;1373
4006;M18865;M;302.0;311.1;1406
4007;L51186;L;302.1;311.2;1492
4008;L51187;L;302.1;311.2;1369
4009;M18868;M;302.2;311.2;1471
4010;L51189;L;302.2;311.2;1630
4011;M18870;M;302.1;311.1;1605
4012;L51191;L;302.2;311.1;1447
4013;M18872;M;302.2;311.2;1360
